//Index   Group   StartIndex   StartValue   ObjectiveMap   ObjectiveMapX   ObjectiveMapY   ObjectiveGate   ObjectiveType   ObjectiveIndex   ObjectiveCount   ObjectiveClass   ObjectiveRatio   RewardExpValue   RewardZenValue   RewardConValue   RewardMainIndex   RewardMainLevel   RewardMainCount   RewardSideIndex   RewardSideLevel   RewardSideCount   RewardPlusIndex   RewardPlusLevel   RewardPlusCount   RequirePriority   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL      GC
266       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                5673              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
267       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                3618              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
268       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                3619              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
269       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                3620              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
270       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                3625              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
271       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4642              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
272       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4643              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
273       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4644              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
274       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4649              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
275       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4130              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
276       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4131              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
277       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4132              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
278       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                4137              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
279       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                1029              7                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       1       0       0       0       0       0       0       0       0       0
280       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                2565              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            1       0       0       0       0       0       0       0       0       0       0
281       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                2062              7                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       1       0       0       0       0       0       0       0       0
282       15      1            186          7              23              44              49              8               *                80               *                *                0                0                0                2576              8                 1                 *                 *                 *                 *                 *                 *                 *                 186               *                 *               *            *            0       0       0       0       0       1       0       0       0       0       0
400       16      1            150          0              145             128             17              5               *                1                *                *                85               100              0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 150               *                 1               *            *            1       1       1       1       1       1       1       1       1       1       1
401       16      2            543          7              33              70              49              2               46               50               *                *                100000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 150               219               1               *            0            1       1       1       1       1       1       1       1       1       1       1
402       17      2            543          7              78              145             75              2               52               50               *                *                150000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 150               219               1               *            0            1       1       1       1       1       1       1       1       1       1       1
403       16      2            543          33             140             21              119             2               308              50               *                *                200000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 220               249               1               *            0            1       1       1       1       1       1       1       1       1       1       1
404       17      2            543          33             212             60              119             2               306              50               *                *                250000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 220               249               1               *            0            1       1       1       1       1       1       1       1       1       1       1
405       16      2            543          37             51              231             138             2               351              50               *                *                300000           0                5                7204              0                 3                 *                 *                 *                 *                 *                 *                 *                 250               299               1               *            0            1       1       1       1       1       1       1       1       1       1       1
406       17      2            543          37             197             194             138             2               352              50               *                *                350000           0                5                7204              0                 3                 *                 *                 *                 *                 *                 *                 *                 250               299               1               *            0            1       1       1       1       1       1       1       1       1       1       1
407       16      2            543          63             174             193             294             2               486              50               *                *                400000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 300               379               1               *            0            1       1       1       1       1       1       1       1       1       1       1
408       17      2            543          63             156             87              294             2               489              50               *                *                450000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 300               379               1               *            0            1       1       1       1       1       1       1       1       1       1       1
409       16      2            543          56             220             217             275             2               442              50               *                *                450000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 400               *                 1               *            0            1       1       1       1       1       1       1       1       1       1       1
410       17      2            543          56             231             82              282             2               448              50               *                *                500000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 400               *                 1               *            0            1       1       1       1       1       1       1       1       1       1       1
//Index   Group   StartIndex   StartValue   ObjectiveMap   ObjectiveMapX   ObjectiveMapY   ObjectiveGate   ObjectiveType   ObjectiveIndex   ObjectiveCount   ObjectiveClass   ObjectiveRatio   RewardExpValue   RewardZenValue   RewardConValue   RewardMainIndex   RewardMainLevel   RewardMainCount   RewardSideIndex   RewardSideLevel   RewardSideCount   RewardPlusIndex   RewardPlusLevel   RewardPlusCount   RequirePriority   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL      GC
411       16      1            150          3              168             100             27              5               *                1                *                *                85               100              0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 150               *                 2               *            *            1       1       1       1       1       1       1       1       1       1       1
412       16      2            544          7              33              70              49              2               46               50               *                *                100000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 150               219               2               *            0            1       1       1       1       1       1       1       1       1       1       1
413       17      2            544          7              78              145             75              2               52               50               *                *                150000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 150               219               2               *            0            1       1       1       1       1       1       1       1       1       1       1
414       16      2            544          33             140             21              119             2               308              50               *                *                200000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 220               249               2               *            0            1       1       1       1       1       1       1       1       1       1       1
415       17      2            544          33             212             60              119             2               306              50               *                *                250000           0                5                7203              0                 3                 *                 *                 *                 *                 *                 *                 *                 220               249               2               *            0            1       1       1       1       1       1       1       1       1       1       1
416       16      2            544          37             51              231             138             2               351              50               *                *                300000           0                5                7204              0                 3                 *                 *                 *                 *                 *                 *                 *                 250               299               2               *            0            1       1       1       1       1       1       1       1       1       1       1
417       17      2            544          37             197             194             138             2               352              50               *                *                350000           0                5                7204              0                 3                 *                 *                 *                 *                 *                 *                 *                 250               299               2               *            0            1       1       1       1       1       1       1       1       1       1       1
418       16      2            544          63             174             193             294             2               486              50               *                *                400000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 300               379               2               *            0            1       1       1       1       1       1       1       1       1       1       1
419       17      2            544          63             156             87              294             2               489              50               *                *                450000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 300               379               2               *            0            1       1       1       1       1       1       1       1       1       1       1
420       16      2            544          56             220             217             275             2               442              50               *                *                450000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 400               *                 2               *            0            1       1       1       1       1       1       1       1       1       1       1
421       17      2            544          56             231             82              282             2               448              50               *                *                500000           0                5                7205              0                 3                 *                 *                 *                 *                 *                 *                 *                 400               *                 2               *            0            1       1       1       1       1       1       1       1       1       1       1
422       6       2            257          0              167             129             17              16              *                5                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 200               299               *               *            *            1       1       1       1       1       1       1       1       1       1       1
423       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 200               299               *               *            *            1       1       1       1       1       1       1       1       1       1       1
424       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                6159              0                 1                 *                 *                 *                 *                 *                 *                 422               200               299               *               *            0            1       1       1       1       1       1       1       1       1       1       1
425       6       2            257          0              167             129             17              16              *                10               *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 300               399               *               *            *            1       1       1       1       1       1       1       1       1       1       1
426       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 300               399               *               *            *            1       1       1       1       1       1       1       1       1       1       1
427       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                6159              0                 1                 7210              0                 1                 *                 *                 *                 425               300               399               *               *            0            1       1       1       1       1       1       1       1       1       1       1
428       6       2            257          0              167             129             17              16              *                20               *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 400               549               *               *            *            1       1       1       1       1       1       1       1       1       1       1
429       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 400               549               *               *            *            1       1       1       1       1       1       1       1       1       1       1
430       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                6159              0                 1                 7184              0                 1                 *                 *                 *                 428               400               549               *               *            0            1       1       1       1       1       1       1       1       1       1       1
431       6       2            257          0              167             129             17              16              *                30               *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 550               649               *               *            *            1       1       1       1       1       1       1       1       1       1       1
432       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 550               649               *               *            *            1       1       1       1       1       1       1       1       1       1       1
433       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                7182              0                 1                 6159              0                 1                 7210              0                 1                 431               550               649               *               *            6            1       1       1       1       1       1       1       1       1       1       1
434       6       2            257          0              167             129             17              16              *                30               *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 650               769               *               *            *            1       1       1       1       1       1       1       1       1       1       1
435       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 650               769               *               *            *            1       1       1       1       1       1       1       1       1       1       1
436       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                7182              0                 2                 7184              0                 1                 7210              0                 1                 434               650               769               *               *            6            1       1       1       1       1       1       1       1       1       1       1
437       6       2            257          0              167             129             17              16              *                30               *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 770               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
438       6       2            257          0              167             129             17              12              *                1                *                *                0                0                0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 770               *                 *               *            *            1       1       1       1       1       1       1       1       1       1       1
439       6       2            257          0              167             129             17              14              *                1                *                *                0                0                0                7181              0                 1                 *                 *                 *                 *                 *                 *                 437               770               *                 *               *            6            1       1       1       1       1       1       1       1       1       1       1
440       18      2            257          0              193             126             17              2               3                10               *                *                2000             2000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 1                 14                *               *            0            1       1       0       1       1       0       1       1       0       1       0
441       18      2            257          3              164             80              27              2               3                10               *                *                2000             2000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 1                 14                *               *            0            0       0       1       0       0       0       0       0       1       0       1
442       18      2            257          51             118             222             267             2               3                10               *                *                2000             2000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 1                 14                *               *            0            0       0       0       0       0       1       0       0       0       0       0
443       18      2            257          0              42              52              17              2               7                15               *                *                6000             6000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 15                25                *               *            0            0       1       0       1       1       0       1       1       0       1       0
444       18      2            257          0              166             225             17              2               6                15               *                *                6000             6000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 15                25                *               *            0            1       0       0       0       0       0       0       0       0       0       0
445       18      2            257          3              229             224             27              2               31               15               *                *                6000             6000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 15                25                *               *            0            0       0       1       0       0       0       0       0       1       0       0
446       18      2            257          51             132             212             267             2               421              15               *                *                6000             6000             0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 15                25                *               *            0            0       0       0       0       0       1       0       0       0       0       0
447       18      2            257          0              118             207             17              2               14               20               *                *                10000            10000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 26                35                *               *            0            0       1       0       1       1       0       1       1       0       1       0
448       18      2            257          0              42              52              17              2               7                20               *                *                10000            10000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 26                35                *               *            0            1       0       0       0       0       0       0       0       0       0       0
449       18      2            257          3              89              196             27              2               32               20               *                *                10000            10000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 26                35                *               *            0            0       0       1       0       0       0       0       0       1       0       0
450       18      2            257          51             142             144             267             2               419              20               *                *                10000            10000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 26                35                *               *            0            0       0       0       0       0       1       0       0       0       0       0
451       18      2            257          2              166             116             22              2               22               25               *                *                14000            14000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 36                45                *               *            0            0       1       1       1       1       0       1       1       0       1       0
452       18      2            257          2              217             87              22              2               24               25               *                *                14000            14000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 36                45                *               *            0            1       0       0       0       0       1       0       0       1       0       0
453       18      2            257          2              122             27              22              2               21               30               *                *                21000            21000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 46                55                *               *            0            0       1       1       1       1       0       1       1       0       1       0
454       18      2            257          2              166             116             22              2               22               30               *                *                21000            21000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 46                55                *               *            0            1       0       0       0       0       1       0       0       1       0       0
455       18      2            257          2              114             71              72              2               19               30               *                *                28000            28000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 56                65                *               *            0            0       1       1       1       1       0       1       1       0       1       0
456       18      2            257          2              208             118             22              2               23               30               *                *                28000            28000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 56                65                *               *            0            1       0       0       0       0       1       0       0       1       0       0
457       18      2            257          1              51              233             2               2               17               40               *                *                36000            36000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 66                79                *               *            0            0       1       1       1       1       0       1       1       0       1       0
458       18      2            257          1              84              190             2               2               12               40               *                *                36000            36000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 66                79                *               *            0            1       0       0       0       0       1       0       0       1       0       0
459       18      2            257          51             192             149             269             2               423              50               *                *                38000            38000            0                *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 80                90                *               *            0            0       1       1       1       1       0       1       1       0       1       0
